step,neurons_pruned,total_neurons,neuron_sparsity,val_acc,d_manifold,d_W,prune_time_s,adjust_time_s,candidate_layer,candidate_neuron,layer_0_neurons,layer_1_neurons
66,67,400,0.165,0.938,7.254109e+01,2.497550e-01,6.8103,13.1332,0,61,178,155
67,68,400,0.1675,0.929,8.469639e+01,1.955373e-01,6.795,13.1432,0,162,177,155
68,69,400,0.17,0.927,9.656851e+01,1.959451e-01,6.774,13.1475,0,111,176,155
69,70,400,0.1725,0.927,1.098991e+02,2.189897e-01,6.7457,13.1371,0,163,175,155
70,71,400,0.175,0.923,1.251997e+02,2.136809e-01,6.7387,13.1304,0,118,174,155
71,72,400,0.1775,0.924,1.403083e+02,2.331052e-01,6.7104,13.1445,0,144,173,155
72,73,400,0.18,0.92,1.593062e+02,1.969934e-01,6.7077,13.1624,0,64,172,155
73,74,400,0.1825,0.918,1.817313e+02,1.899323e-01,6.6742,13.1508,1,90,172,154
74,75,400,0.185,0.916,2.020722e+02,1.906535e-01,6.6564,13.1605,0,104,171,154
75,76,400,0.1875,0.916,2.215305e+02,1.646161e-01,6.6358,13.172,1,137,171,153
76,77,400,0.19,0.914,2.401385e+02,2.556778e-01,6.6198,13.1567,0,185,170,153
77,78,400,0.1925,0.919,2.643151e+02,1.946433e-01,6.6059,13.1613,0,195,169,153
78,79,400,0.195,0.919,2.845515e+02,1.525647e-01,6.5846,13.1743,1,138,169,152
79,80,400,0.1975,0.917,3.018832e+02,1.415996e-01,6.5488,13.1735,1,184,169,151
80,81,400,0.2,0.917,3.041283e+02,2.327759e-01,6.5304,13.1779,0,48,168,151
81,82,400,0.2025,0.921,3.347226e+02,2.271704e-01,6.5155,13.1548,0,47,167,151
82,83,400,0.205,0.919,3.699178e+02,3.211769e-01,6.4963,13.1726,0,83,166,151
83,84,400,0.2075,0.9,4.069838e+02,2.012838e-01,6.478,13.187,0,101,165,151
84,85,400,0.21,0.902,4.405481e+02,1.422038e-01,6.4635,13.1845,1,180,165,150
85,86,400,0.2125,0.902,4.462199e+02,1.304723e-01,6.435,13.1823,1,67,165,149
86,87,400,0.215,0.902,4.479293e+02,2.264250e-01,6.4201,13.1824,0,44,164,149
87,88,400,0.2175,0.897,4.986089e+02,2.242465e-01,6.4069,13.1819,0,5,163,149
88,89,400,0.22,0.885,5.472897e+02,1.808177e-01,6.3799,13.1798,1,96,163,148
89,90,400,0.2225,0.877,5.867954e+02,1.250702e-01,6.3522,13.1826,1,10,163,147
90,91,400,0.225,0.878,5.834366e+02,1.863278e-01,6.3419,13.1743,0,191,162,147
91,92,400,0.2275,0.88,6.198056e+02,1.670490e-01,6.3045,13.2021,1,40,162,146
92,93,400,0.23,0.879,6.556086e+02,1.858887e-01,6.2996,13.1971,1,85,162,145
93,94,400,0.2325,0.868,6.957585e+02,1.401383e-01,6.2802,13.1911,1,3,162,144
94,95,400,0.235,0.868,6.993441e+02,1.635494e-01,6.2684,13.1939,1,196,162,143
95,96,400,0.2375,0.87,7.343749e+02,2.320692e-01,6.2474,13.1753,0,171,161,143
96,97,400,0.24,0.878,7.976971e+02,2.354960e-01,6.2216,13.17,0,120,160,143
97,98,400,0.2425,0.858,8.713195e+02,1.993426e-01,6.209,13.1841,0,176,159,143
98,99,400,0.245,0.858,9.373442e+02,1.495046e-01,6.1817,13.1743,1,130,159,142
99,100,400,0.2475,0.858,9.761134e+02,2.292801e-01,6.147,13.1632,0,153,158,142
100,101,400,0.25,0.812,1.051548e+03,1.540825e-01,6.1408,13.1718,1,126,158,141
101,102,400,0.2525,0.812,1.061813e+03,1.744680e-01,6.1169,13.1772,1,72,158,140
102,103,400,0.255,0.816,1.103333e+03,1.795389e-01,6.1056,13.1973,1,30,158,139
103,104,400,0.2575,0.811,1.159267e+03,2.042564e-01,6.07,13.1964,0,115,157,139
104,105,400,0.26,0.797,1.233945e+03,2.431281e-01,6.0559,13.1718,0,58,156,139
105,106,400,0.2625,0.788,1.323209e+03,2.049888e-01,6.0406,13.17,0,117,155,139
106,107,400,0.265,0.787,1.392758e+03,1.877299e-01,6.0155,13.1701,0,198,154,139
107,108,400,0.2675,0.787,1.427554e+03,1.967019e-01,5.9921,13.1859,0,181,153,139
108,109,400,0.27,0.789,1.505367e+03,2.027427e-01,5.9742,13.1794,0,156,152,139
109,110,400,0.2725,0.787,1.589056e+03,2.107989e-01,5.9621,13.1461,0,189,151,139
110,111,400,0.275,0.784,1.694551e+03,1.839553e-01,5.9269,13.1715,0,29,150,139
111,112,400,0.2775,0.784,1.736546e+03,2.066579e-01,5.9173,13.1619,0,21,149,139
112,113,400,0.28,0.783,1.807144e+03,2.904283e-01,5.9019,13.1697,0,46,148,139
113,114,400,0.2825,0.78,1.938941e+03,1.414187e-01,5.8684,13.1737,1,143,148,138
114,115,400,0.285,0.784,1.962266e+03,1.381948e-01,5.8481,13.1661,1,164,148,137
115,116,400,0.2875,0.783,1.950295e+03,1.918731e-01,5.8308,13.1689,0,155,147,137
116,117,400,0.29,0.787,2.014239e+03,1.662894e-01,5.8091,13.179,1,56,147,136
117,118,400,0.2925,0.784,2.053264e+03,2.085800e-01,5.7912,13.1632,0,161,146,136
118,119,400,0.295,0.783,2.157892e+03,1.961893e-01,5.7771,13.1869,0,97,145,136
119,120,400,0.2975,0.784,2.274986e+03,2.066740e-01,5.7608,13.1875,0,166,144,136
120,121,400,0.3,0.781,2.382662e+03,1.803063e-01,5.7333,13.1611,0,41,143,136
121,122,400,0.3025,0.781,2.439472e+03,1.898283e-01,5.7152,13.1719,0,14,142,136
122,123,400,0.305,0.781,2.492168e+03,1.297510e-01,5.6951,13.175,1,189,142,135
123,124,400,0.3075,0.781,2.466245e+03,1.570423e-01,5.6606,13.1646,1,27,142,134
124,125,400,0.31,0.781,2.516947e+03,2.374181e-01,5.6497,13.1745,1,128,142,133
125,126,400,0.3125,0.757,2.699525e+03,1.822804e-01,5.6188,13.163,0,65,141,133
126,127,400,0.315,0.755,2.763725e+03,1.818106e-01,5.6224,13.1854,0,37,140,133
127,128,400,0.3175,0.755,2.827477e+03,1.872784e-01,5.5888,13.1699,0,84,139,133
128,129,400,0.32,0.756,2.909026e+03,1.270523e-01,5.5847,13.1517,1,99,139,132
129,130,400,0.3225,0.755,2.864289e+03,1.959481e-01,5.5446,13.1631,1,133,139,131
130,131,400,0.325,0.751,3.020016e+03,1.418525e-01,5.5239,13.1512,1,142,139,130
131,132,400,0.3275,0.748,2.998003e+03,1.466960e-01,5.4995,13.1527,1,68,139,129
132,133,400,0.33,0.748,3.013138e+03,1.554940e-01,5.4884,13.153,1,187,139,128
133,134,400,0.3325,0.747,3.015855e+03,1.601434e-01,5.4628,13.1529,1,4,139,127
134,135,400,0.335,0.743,3.049489e+03,2.444497e-01,5.4473,13.162,0,93,138,127
135,136,400,0.3375,0.723,3.329492e+03,2.191853e-01,5.4309,13.17,0,4,137,127
136,137,400,0.34,0.717,3.560851e+03,1.905724e-01,5.4116,13.1951,0,15,136,127
137,138,400,0.3425,0.718,3.680532e+03,2.311310e-01,5.3949,13.1559,0,66,135,127
138,139,400,0.345,0.704,3.943865e+03,1.551296e-01,5.3618,13.1589,1,158,135,126
139,140,400,0.3475,0.707,3.938554e+03,1.955732e-01,5.3371,13.1453,0,0,134,126
140,141,400,0.35,0.709,4.061904e+03,1.595424e-01,5.3274,13.157,1,124,134,125
141,142,400,0.3525,0.704,4.161453e+03,2.433872e-01,5.3024,13.1279,0,59,133,125
142,143,400,0.355,0.698,4.509127e+03,1.406966e-01,5.2879,13.1515,1,152,133,124
143,144,400,0.3575,0.698,4.460829e+03,1.982337e-01,5.2648,13.1364,0,77,132,124
144,145,400,0.36,0.695,4.655102e+03,1.748878e-01,5.2452,13.1289,1,9,132,123
145,146,400,0.3625,0.701,4.734945e+03,2.050454e-01,5.2223,13.1538,0,6,131,123
146,147,400,0.365,0.702,4.898298e+03,1.642623e-01,5.2126,13.1191,1,71,131,122
147,148,400,0.3675,0.701,4.893846e+03,2.241825e-01,5.1749,13.1246,0,196,130,122
148,149,400,0.37,0.694,5.251774e+03,2.368781e-01,5.1626,13.1278,0,170,129,122
149,150,400,0.3725,0.686,5.642113e+03,1.964198e-01,5.1436,13.1082,1,53,129,121
150,151,400,0.375,0.678,5.806836e+03,1.502660e-01,5.1173,13.1362,1,199,129,120
151,152,400,0.3775,0.678,5.825866e+03,2.246548e-01,5.116,13.1327,0,57,128,120
152,153,400,0.38,0.677,6.224547e+03,2.067704e-01,5.0733,13.1122,0,86,127,120
153,154,400,0.3825,0.686,6.480296e+03,1.892663e-01,5.0504,13.1292,1,140,127,119
154,155,400,0.385,0.68,6.638534e+03,1.381168e-01,5.0354,13.1046,1,110,127,118
155,156,400,0.3875,0.681,6.517518e+03,2.354032e-01,5.0187,13.1155,0,124,126,118
156,157,400,0.39,0.674,7.053875e+03,2.321302e-01,4.9881,13.1163,0,150,125,118
157,158,400,0.3925,0.671,7.561003e+03,2.091024e-01,4.9812,13.1131,0,81,124,118
158,159,400,0.395,0.669,7.974627e+03,1.812055e-01,4.9575,13.1218,1,136,124,117
159,160,400,0.3975,0.668,8.085111e+03,1.867684e-01,4.938,13.0997,0,154,123,117
160,161,400,0.4,0.662,8.243881e+03,2.235896e-01,4.9004,13.1269,0,183,122,117
161,162,400,0.4025,0.658,8.698761e+03,1.417666e-01,4.8916,13.0907,1,84,122,116
162,163,400,0.405,0.656,8.505662e+03,2.096338e-01,4.862,13.1054,0,109,121,116
163,164,400,0.4075,0.66,8.983869e+03,2.130623e-01,4.8483,13.0995,0,49,120,116
164,165,400,0.41,0.658,9.382022e+03,1.584344e-01,4.8367,13.0815,1,179,120,115
165,166,400,0.4125,0.659,9.328822e+03,2.699483e-01,4.7982,13.0972,0,96,119,115
166,167,400,0.415,0.635,1.006450e+04,2.206222e-01,4.791,13.0943,0,8,118,115
167,168,400,0.4175,0.636,1.057252e+04,1.814840e-01,4.7749,13.112,0,52,117,115
168,169,400,0.42,0.636,1.056073e+04,1.470713e-01,4.7479,13.1044,1,79,117,114
169,170,400,0.4225,0.633,1.050360e+04,2.314122e-01,4.7257,13.1181,0,139,116,114
170,171,400,0.425,0.646,1.107757e+04,1.540632e-01,4.7074,13.0982,1,171,116,113
171,172,400,0.4275,0.646,1.099484e+04,2.165393e-01,4.6904,13.1043,0,20,115,113
172,173,400,0.43,0.639,1.155021e+04,2.422013e-01,4.6725,13.0835,0,92,114,113
173,174,400,0.4325,0.627,1.223345e+04,2.448852e-01,4.6483,13.1159,0,145,113,113
174,175,400,0.435,0.622,1.280294e+04,1.290181e-01,4.63,13.105,1,69,113,112
175,176,400,0.4375,0.62,1.254223e+04,1.511438e-01,4.6056,13.0781,1,19,113,111
176,177,400,0.44,0.62,1.252582e+04,2.052739e-01,4.5796,13.0869,0,110,112,111
177,178,400,0.4425,0.616,1.303371e+04,2.144806e-01,4.5743,13.0889,0,2,111,111
178,179,400,0.445,0.616,1.330724e+04,1.570340e-01,4.5403,13.0944,1,51,111,110
179,180,400,0.4475,0.613,1.311627e+04,1.766758e-01,4.5268,13.0868,1,172,111,109
180,181,400,0.45,0.609,1.315748e+04,1.246487e-01,4.5122,13.0817,1,62,111,108
181,182,400,0.4525,0.607,1.289167e+04,2.192898e-01,4.484,13.0915,0,182,110,108
182,183,400,0.455,0.601,1.359285e+04,2.678058e-01,4.4699,13.0658,0,9,109,108
183,184,400,0.4575,0.578,1.453250e+04,1.497334e-01,4.4545,13.0883,1,101,109,107
184,185,400,0.46,0.574,1.430623e+04,1.990313e-01,4.4208,13.0985,0,112,108,107
185,186,400,0.4625,0.575,1.471432e+04,1.759985e-01,4.3979,13.0712,1,54,108,106
186,187,400,0.465,0.566,1.481928e+04,1.486200e-01,4.3932,13.0943,1,59,108,105
187,188,400,0.4675,0.57,1.467743e+04,1.978936e-01,4.3603,13.0794,1,190,108,104
188,189,400,0.47,0.57,1.499499e+04,1.652449e-01,4.3453,13.0904,1,112,108,103
189,190,400,0.4725,0.565,1.499091e+04,2.048690e-01,4.3144,13.0808,0,186,107,103
190,191,400,0.475,0.555,1.539630e+04,1.662332e-01,4.2882,13.0658,1,57,107,102
191,192,400,0.4775,0.556,1.537522e+04,1.447622e-01,4.2736,13.0711,1,37,107,101
192,193,400,0.48,0.555,1.515218e+04,1.910441e-01,4.2605,13.0661,0,199,106,101
193,194,400,0.4825,0.555,1.543155e+04,1.422725e-01,4.2404,13.0782,1,29,106,100
194,195,400,0.485,0.555,1.516782e+04,2.000431e-01,4.21,13.0741,0,54,105,100
195,196,400,0.4875,0.558,1.565456e+04,2.366629e-01,4.1969,13.0632,0,39,104,100
196,197,400,0.49,0.548,1.664988e+04,2.387900e-01,4.1716,13.0582,0,11,103,100
197,198,400,0.4925,0.547,1.757664e+04,2.203064e-01,4.1521,13.0678,0,1,102,100
198,199,400,0.495,0.532,1.811206e+04,2.138617e-01,4.1295,13.0573,0,152,101,100
199,200,400,0.4975,0.53,1.849493e+04,2.238671e-01,4.1173,13.0545,1,65,101,99
200,201,400,0.5,0.519,1.912868e+04,1.817929e-01,4.0959,13.0371,1,153,101,98
201,202,400,0.5025,0.52,1.899475e+04,2.264171e-01,4.0737,13.0513,0,107,100,98
202,203,400,0.505,0.52,1.921948e+04,1.901768e-01,4.0633,13.0477,0,85,99,98
203,204,400,0.5075,0.52,1.926533e+04,1.369079e-01,4.0354,13.0342,1,168,99,97
204,205,400,0.51,0.522,1.897148e+04,1.521282e-01,4.0068,13.0419,1,100,99,96
205,206,400,0.5125,0.525,1.873429e+04,1.922957e-01,3.994,13.0315,0,62,98,96
206,207,400,0.515,0.522,1.911476e+04,1.254524e-01,3.9657,13.0452,1,147,98,95
207,208,400,0.5175,0.523,1.869642e+04,1.450736e-01,3.9467,13.047,1,25,98,94
208,209,400,0.52,0.522,1.862296e+04,2.555282e-01,3.9316,13.0228,0,113,97,94
209,210,400,0.5225,0.528,2.042590e+04,2.196360e-01,3.9077,13.0194,0,76,96,94
210,211,400,0.525,0.531,2.103555e+04,1.433557e-01,3.8892,13.022,1,32,96,93
211,212,400,0.5275,0.53,2.066048e+04,2.199860e-01,3.8595,13.0178,0,193,95,93
212,213,400,0.53,0.532,2.191077e+04,1.711421e-01,3.8525,12.9975,1,6,95,92
213,214,400,0.5325,0.536,2.155353e+04,1.847421e-01,3.8255,13.0118,0,43,94,92
214,215,400,0.535,0.532,2.139853e+04,2.157661e-01,3.8175,13.0175,1,122,94,91
215,216,400,0.5375,0.528,2.201815e+04,1.371851e-01,3.7853,13.0169,1,77,94,90
216,217,400,0.54,0.528,2.154784e+04,1.833225e-01,3.7627,13.0097,1,12,94,89
217,218,400,0.5425,0.521,2.170825e+04,1.349115e-01,3.7412,13.019,1,160,94,88
218,219,400,0.545,0.529,2.142703e+04,1.135052e-01,3.7267,13.0347,1,14,94,87
219,220,400,0.5475,0.526,2.111234e+04,1.945094e-01,3.71,13.0016,0,26,93,87
220,221,400,0.55,0.535,2.182458e+04,1.808721e-01,3.6847,13.0174,1,94,93,86
221,222,400,0.5525,0.534,2.180108e+04,1.943405e-01,3.6586,13.0022,0,168,92,86
222,223,400,0.555,0.533,2.200032e+04,1.950013e-01,3.6308,13.0086,0,197,91,86
223,224,400,0.5575,0.534,2.239047e+04,1.900194e-01,3.6115,12.9951,0,33,90,86
224,225,400,0.56,0.526,2.251058e+04,2.293867e-01,3.5952,13.004,0,135,89,86
225,226,400,0.5625,0.507,2.356876e+04,2.163364e-01,3.581,12.9876,0,100,88,86
226,227,400,0.565,0.512,2.471116e+04,1.752193e-01,3.5558,12.9884,1,198,88,85
227,228,400,0.5675,0.513,2.458364e+04,1.598068e-01,3.5388,12.9963,1,61,88,84
228,229,400,0.57,0.506,2.431815e+04,1.808733e-01,3.5089,13.0062,0,180,87,84
229,230,400,0.5725,0.509,2.391623e+04,1.230735e-01,3.493,12.9826,1,43,87,83
230,231,400,0.575,0.509,2.355642e+04,1.655864e-01,3.4697,12.9886,1,155,87,82
231,232,400,0.5775,0.509,2.352545e+04,2.071920e-01,3.4531,12.9926,0,55,86,82
232,233,400,0.58,0.515,2.382776e+04,1.737735e-01,3.4358,12.9915,0,174,85,82
233,234,400,0.5825,0.516,2.350675e+04,2.244074e-01,3.4111,12.9723,0,184,84,82
234,235,400,0.585,0.511,2.521808e+04,2.098014e-01,3.3865,12.9884,0,27,83,82
235,236,400,0.5875,0.504,2.608592e+04,1.571041e-01,3.3714,12.994,1,182,83,81
236,237,400,0.59,0.512,2.553542e+04,1.639898e-01,3.3479,12.9916,1,151,83,80
237,238,400,0.5925,0.509,2.532444e+04,2.772350e-01,3.3304,12.9754,0,172,82,80
238,239,400,0.595,0.528,2.812565e+04,1.697854e-01,3.3106,12.9775,1,15,82,79
239,240,400,0.5975,0.517,2.752631e+04,2.109755e-01,3.2896,12.9829,0,133,81,79
240,241,400,0.6,0.518,2.792788e+04,1.304385e-01,3.269,12.9645,1,8,81,78
241,242,400,0.6025,0.518,2.724529e+04,2.781695e-01,3.2434,12.9575,1,60,81,77
242,243,400,0.605,0.497,2.911031e+04,1.497345e-01,3.2324,12.9581,1,177,81,76
243,244,400,0.6075,0.499,2.806462e+04,1.840742e-01,3.2087,12.9645,0,10,80,76
244,245,400,0.61,0.498,2.781968e+04,2.268548e-01,3.1818,12.9559,0,141,79,76
245,246,400,0.6125,0.496,2.908185e+04,1.885330e-01,3.161,12.9556,0,140,78,76
246,247,400,0.615,0.496,2.933508e+04,2.197981e-01,3.1477,12.9551,0,19,77,76
247,248,400,0.6175,0.497,3.003727e+04,1.373092e-01,3.1233,12.9546,1,70,77,75
248,249,400,0.62,0.496,2.911471e+04,1.426017e-01,3.1093,12.9767,1,131,77,74
249,250,400,0.6225,0.495,2.863172e+04,1.187000e-01,3.0776,12.9626,1,83,77,73
250,251,400,0.625,0.496,2.804032e+04,2.131420e-01,3.0613,12.9331,0,30,76,73
251,252,400,0.6275,0.494,2.918008e+04,1.917928e-01,3.0365,12.9513,1,127,76,72
252,253,400,0.63,0.489,2.960300e+04,1.680253e-01,3.0234,12.9626,1,86,76,71
253,254,400,0.6325,0.492,2.920601e+04,2.154297e-01,3.0059,12.9484,0,78,75,71
254,255,400,0.635,0.487,3.019925e+04,1.558352e-01,2.984,12.9542,1,7,75,70
255,256,400,0.6375,0.484,2.963606e+04,2.246945e-01,2.9576,12.952,0,60,74,70
256,257,400,0.64,0.481,3.036962e+04,1.714363e-01,2.9443,12.9373,1,64,74,69
257,258,400,0.6425,0.491,2.997748e+04,2.098033e-01,2.9205,12.9554,0,72,73,69
258,259,400,0.645,0.493,3.069355e+04,1.641654e-01,2.8981,12.9248,1,107,73,68
259,260,400,0.6475,0.488,2.992904e+04,1.982655e-01,2.881,12.95,0,138,72,68
260,261,400,0.65,0.485,3.052493e+04,1.732913e-01,2.8512,12.9474,1,148,72,67
261,262,400,0.6525,0.49,3.036135e+04,2.088478e-01,2.8424,12.9451,1,150,72,66
262,263,400,0.655,0.483,3.067040e+04,2.016119e-01,2.8163,12.9416,0,73,71,66
263,264,400,0.6575,0.483,3.102753e+04,1.969617e-01,2.7966,12.9318,0,190,70,66
264,265,400,0.66,0.48,3.144548e+04,1.920253e-01,2.7756,12.923,1,188,70,65
265,266,400,0.6625,0.473,3.153571e+04,2.127395e-01,2.7535,12.9304,0,188,69,65
266,267,400,0.665,0.476,3.207416e+04,1.896364e-01,2.733,12.9423,0,125,68,65
267,268,400,0.6675,0.474,3.161761e+04,1.696139e-01,2.7136,12.9425,1,75,68,64
268,269,400,0.67,0.477,3.117839e+04,1.841396e-01,2.6927,12.9381,1,36,68,63
269,270,400,0.6725,0.464,3.117150e+04,2.077256e-01,2.6747,12.92,0,122,67,63
270,271,400,0.675,0.469,3.178424e+04,2.140222e-01,2.6578,12.9378,0,22,66,63
271,272,400,0.6775,0.47,3.225901e+04,1.956502e-01,2.6347,12.9293,0,179,65,63
272,273,400,0.68,0.475,3.237677e+04,2.215182e-01,2.6122,12.9229,1,109,65,62
273,274,400,0.6825,0.465,3.253324e+04,1.480880e-01,2.6004,12.9331,1,129,65,61
274,275,400,0.685,0.463,3.195134e+04,2.427770e-01,2.5731,12.9327,0,157,64,61
275,276,400,0.6875,0.457,3.406160e+04,2.472384e-01,2.5495,12.9299,0,116,63,61
276,277,400,0.69,0.446,3.641582e+04,1.555835e-01,2.5281,12.9371,1,144,63,60
277,278,400,0.6925,0.436,3.499295e+04,1.485729e-01,2.5147,12.9132,1,192,63,59
278,279,400,0.695,0.441,3.399972e+04,1.520330e-01,2.4892,12.9447,1,197,63,58
279,280,400,0.6975,0.438,3.295270e+04,2.420682e-01,2.4721,12.9037,1,97,63,57
280,281,400,0.7,0.459,3.448642e+04,2.147022e-01,2.4538,12.9173,1,121,63,56
281,282,400,0.7025,0.447,3.503919e+04,1.811118e-01,2.4287,12.906,1,20,63,55
282,283,400,0.705,0.444,3.442228e+04,2.062821e-01,2.4117,12.9124,0,128,62,55
283,284,400,0.7075,0.442,3.464505e+04,1.828866e-01,2.3828,12.9043,1,5,62,54
284,285,400,0.71,0.443,3.390268e+04,1.448798e-01,2.3635,12.8863,1,21,62,53
285,286,400,0.7125,0.442,3.283358e+04,1.960122e-01,2.3507,12.9182,0,25,61,53
