step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
541,1619,2160,0.250463,0.901,2.957214e+03,8.844483e-03,2.5878,0,1,167,1482,66,70
542,1618,2160,0.250926,0.902,2.955532e+03,2.238362e-03,2.5795,0,3,167,1481,66,70
543,1617,2160,0.251389,0.902,2.955218e+03,5.363542e-03,2.6237,0,7,82,1480,66,70
544,1616,2160,0.251852,0.902,2.955923e+03,1.007309e-02,2.6276,0,9,46,1479,66,70
545,1615,2160,0.252315,0.903,2.957042e+03,1.531208e-02,2.6071,0,5,74,1478,66,70
546,1614,2160,0.252778,0.902,2.952744e+03,1.141897e-02,2.5885,0,2,184,1477,66,70
547,1613,2160,0.253241,0.901,2.956191e+03,1.488785e-02,2.5874,0,2,139,1476,66,70
548,1612,2160,0.253704,0.902,2.953748e+03,1.067786e-02,2.6181,0,5,45,1475,66,70
549,1611,2160,0.254167,0.901,2.957826e+03,1.197358e-02,2.5919,0,0,45,1474,66,70
550,1610,2160,0.25463,0.902,2.953200e+03,1.774019e-02,2.6066,0,9,178,1473,66,70
551,1609,2160,0.255093,0.902,2.956672e+03,2.705660e-02,2.6283,0,4,192,1472,66,70
552,1608,2160,0.255556,0.902,2.949946e+03,3.700781e-02,2.5872,2,3,5,1472,66,69
553,1607,2160,0.256019,0.901,2.953039e+03,3.672479e-02,2.6378,0,8,161,1471,66,69
554,1606,2160,0.256481,0.899,2.972435e+03,7.151759e-03,2.6229,0,1,116,1470,66,69
555,1605,2160,0.256944,0.899,2.976475e+03,5.214311e-03,2.6382,0,0,75,1469,66,69
556,1604,2160,0.257407,0.899,2.978078e+03,7.779554e-03,2.5902,0,0,91,1468,66,69
557,1603,2160,0.25787,0.898,2.982210e+03,4.495954e-03,2.6013,0,5,46,1467,66,69
558,1602,2160,0.258333,0.898,2.987187e+03,5.091208e-03,2.6029,0,8,15,1466,66,69
559,1601,2160,0.258796,0.898,2.990415e+03,6.059176e-03,2.5842,0,3,98,1465,66,69
560,1600,2160,0.259259,0.899,2.991104e+03,6.125771e-03,2.5822,0,8,110,1464,66,69
561,1599,2160,0.259722,0.899,2.994059e+03,1.476513e-02,2.5891,0,5,60,1463,66,69
562,1598,2160,0.260185,0.899,2.995354e+03,1.995922e-02,2.5793,1,9,9,1463,65,69
563,1597,2160,0.260648,0.898,2.994545e+03,3.296419e-03,2.5973,0,9,17,1462,65,69
564,1596,2160,0.261111,0.898,2.995564e+03,8.284696e-03,2.5855,0,4,90,1461,65,69
565,1595,2160,0.261574,0.898,2.999838e+03,1.226890e-02,2.5868,1,4,0,1461,64,69
566,1594,2160,0.262037,0.897,3.005071e+03,3.180490e-03,2.5899,0,0,152,1460,64,69
567,1593,2160,0.2625,0.897,3.004419e+03,6.177558e-03,2.5851,0,4,101,1459,64,69
568,1592,2160,0.262963,0.896,3.007635e+03,1.080522e-02,2.5888,0,9,133,1458,64,69
569,1591,2160,0.263426,0.896,3.010186e+03,7.738000e-04,2.5822,0,3,133,1457,64,69
570,1590,2160,0.263889,0.896,3.010239e+03,5.238337e-03,2.5848,0,4,135,1456,64,69
571,1589,2160,0.264352,0.897,3.008648e+03,4.240627e-03,2.6007,0,4,148,1455,64,69
572,1588,2160,0.264815,0.897,3.007473e+03,5.172631e-03,2.5961,0,4,55,1454,64,69
573,1587,2160,0.265278,0.897,3.004657e+03,3.559669e-03,2.5865,0,4,26,1453,64,69
574,1586,2160,0.265741,0.897,3.005223e+03,1.403848e-02,2.6032,0,9,159,1452,64,69
575,1585,2160,0.266204,0.897,3.005874e+03,1.313516e-02,2.6086,0,3,173,1451,64,69
576,1584,2160,0.266667,0.895,3.006601e+03,8.924864e-03,2.5913,0,8,56,1450,64,69
577,1583,2160,0.26713,0.896,3.008384e+03,6.435236e-03,2.5811,0,4,123,1449,64,69
578,1582,2160,0.267593,0.896,3.009702e+03,3.536367e-03,2.5996,0,2,30,1448,64,69
579,1581,2160,0.268056,0.896,3.008781e+03,5.303280e-03,2.6294,0,0,19,1447,64,69
580,1580,2160,0.268519,0.896,3.010912e+03,8.386564e-03,2.583,0,8,150,1446,64,69
581,1579,2160,0.268981,0.896,3.010664e+03,2.615708e-03,2.6498,0,7,184,1445,64,69
582,1578,2160,0.269444,0.895,3.010966e+03,3.592024e-03,2.588,0,7,16,1444,64,69
583,1577,2160,0.269907,0.895,3.010726e+03,6.494142e-03,2.647,0,4,16,1443,64,69
584,1576,2160,0.27037,0.895,3.011761e+03,1.780704e-02,2.5879,0,9,119,1442,64,69
585,1575,2160,0.270833,0.895,3.019820e+03,9.658994e-03,2.5795,0,4,141,1441,64,69
586,1574,2160,0.271296,0.895,3.015377e+03,4.219574e-03,2.5871,0,5,191,1440,64,69
587,1573,2160,0.271759,0.895,3.013718e+03,1.921948e-02,2.5882,0,1,43,1439,64,69
588,1572,2160,0.272222,0.895,3.015552e+03,7.079049e-03,2.5827,0,3,43,1438,64,69
589,1571,2160,0.272685,0.895,3.016298e+03,1.762389e-02,2.6111,0,9,71,1437,64,69
590,1570,2160,0.273148,0.895,3.019994e+03,1.015392e-02,2.5892,0,1,80,1436,64,69
591,1569,2160,0.273611,0.895,3.020514e+03,6.404167e-03,2.5981,0,5,32,1435,64,69
592,1568,2160,0.274074,0.895,3.023018e+03,6.717606e-03,2.5763,0,8,10,1434,64,69
593,1567,2160,0.274537,0.895,3.024388e+03,3.500997e-03,2.5841,0,7,3,1433,64,69
594,1566,2160,0.275,0.895,3.023827e+03,2.198422e-02,2.6062,0,9,150,1432,64,69
595,1565,2160,0.275463,0.897,3.024771e+03,1.084389e-02,2.5972,0,4,169,1431,64,69
596,1564,2160,0.275926,0.897,3.026627e+03,4.038016e-03,2.5822,0,0,26,1430,64,69
597,1563,2160,0.276389,0.897,3.029319e+03,4.125641e-02,2.6274,0,9,172,1429,64,69
598,1562,2160,0.276852,0.897,3.018246e+03,2.103530e-02,2.5728,0,4,191,1428,64,69
599,1561,2160,0.277315,0.897,3.018821e+03,9.392003e-02,2.5756,0,9,191,1427,64,69
600,1560,2160,0.277778,0.895,3.014088e+03,7.877415e-03,2.589,2,7,2,1427,64,68
601,1559,2160,0.278241,0.895,3.015596e+03,9.222775e-03,2.5786,0,5,81,1426,64,68
602,1558,2160,0.278704,0.896,3.019767e+03,4.831493e-03,2.5902,0,9,45,1425,64,68
603,1557,2160,0.279167,0.895,3.022606e+03,2.243790e-02,2.6163,0,3,89,1424,64,68
604,1556,2160,0.27963,0.895,3.032865e+03,2.378066e-02,2.5747,0,9,67,1423,64,68
605,1555,2160,0.280093,0.895,3.027411e+03,1.876343e-02,2.5844,0,9,66,1422,64,68
606,1554,2160,0.280556,0.896,3.031796e+03,9.532415e-03,2.6213,0,1,111,1421,64,68
607,1553,2160,0.281019,0.896,3.029652e+03,1.750149e-02,2.5976,0,5,139,1420,64,68
608,1552,2160,0.281481,0.893,3.041912e+03,3.400893e-02,2.5965,0,1,73,1419,64,68
609,1551,2160,0.281944,0.896,3.061359e+03,8.720648e-03,2.5783,0,8,153,1418,64,68
610,1550,2160,0.282407,0.896,3.067483e+03,5.524345e-03,2.5822,0,9,167,1417,64,68
611,1549,2160,0.28287,0.896,3.072686e+03,1.146831e-02,2.5793,0,2,94,1416,64,68
612,1548,2160,0.283333,0.896,3.082494e+03,1.156596e-02,2.5906,0,3,9,1415,64,68
613,1547,2160,0.283796,0.896,3.098030e+03,5.423843e-03,2.5853,0,0,123,1414,64,68
614,1546,2160,0.284259,0.896,3.104111e+03,5.555215e-03,2.5949,0,0,10,1413,64,68
615,1545,2160,0.284722,0.897,3.110465e+03,4.694088e-03,2.6,0,0,29,1412,64,68
616,1544,2160,0.285185,0.897,3.116407e+03,5.954025e-03,2.5887,0,0,189,1411,64,68
617,1543,2160,0.285648,0.895,3.124067e+03,8.332429e-03,2.5764,0,5,189,1410,64,68
618,1542,2160,0.286111,0.895,3.129831e+03,4.293768e-03,2.5746,0,7,69,1409,64,68
619,1541,2160,0.286574,0.895,3.132809e+03,1.899979e-02,2.5775,0,9,86,1408,64,68
620,1540,2160,0.287037,0.895,3.136335e+03,1.048533e-02,2.5743,0,3,185,1407,64,68
621,1539,2160,0.2875,0.894,3.141121e+03,2.168507e-02,2.5952,0,9,107,1406,64,68
622,1538,2160,0.287963,0.893,3.151793e+03,1.447804e-02,2.5914,0,5,131,1405,64,68
623,1537,2160,0.288426,0.894,3.174082e+03,1.922817e-02,2.5746,0,9,174,1404,64,68
624,1536,2160,0.288889,0.895,3.180539e+03,8.455658e-03,2.5716,0,8,36,1403,64,68
625,1535,2160,0.289352,0.895,3.189991e+03,1.044509e-02,2.5848,0,5,120,1402,64,68
626,1534,2160,0.289815,0.894,3.192383e+03,5.201451e-03,2.587,0,0,36,1401,64,68
627,1533,2160,0.290278,0.894,3.193434e+03,8.573595e-03,2.6014,0,8,42,1400,64,68
628,1532,2160,0.290741,0.894,3.194764e+03,1.834649e-02,2.6014,0,9,53,1399,64,68
629,1531,2160,0.291204,0.894,3.204383e+03,4.461908e-03,2.5795,0,0,20,1398,64,68
630,1530,2160,0.291667,0.894,3.210047e+03,4.992084e-03,2.5755,0,4,194,1397,64,68
631,1529,2160,0.29213,0.894,3.210149e+03,3.820974e-03,2.5983,0,7,89,1396,64,68
632,1528,2160,0.292593,0.893,3.212867e+03,4.743866e-03,2.5776,0,7,59,1395,64,68
633,1527,2160,0.293056,0.893,3.214718e+03,1.898478e-02,2.5991,0,2,166,1394,64,68
634,1526,2160,0.293519,0.891,3.223319e+03,5.216922e-03,2.6126,0,0,2,1393,64,68
635,1525,2160,0.293981,0.891,3.224883e+03,2.010828e-02,2.6351,0,8,176,1392,64,68
636,1524,2160,0.294444,0.892,3.231167e+03,1.608385e-02,2.6065,0,9,96,1391,64,68
637,1523,2160,0.294907,0.891,3.230551e+03,8.597280e-03,2.5958,0,9,83,1390,64,68
638,1522,2160,0.29537,0.891,3.232665e+03,2.126663e-02,2.6073,0,3,15,1389,64,68
639,1521,2160,0.295833,0.89,3.230655e+03,5.750110e-02,2.5838,1,4,8,1389,63,68
640,1520,2160,0.296296,0.889,3.224748e+03,9.736012e-03,2.5889,0,8,17,1388,63,68
641,1519,2160,0.296759,0.889,3.231316e+03,4.385761e-03,2.587,0,5,17,1387,63,68
642,1518,2160,0.297222,0.889,3.232171e+03,3.417697e-02,2.5936,0,8,132,1386,63,68
643,1517,2160,0.297685,0.891,3.252072e+03,1.435929e-02,2.58,0,5,12,1385,63,68
644,1516,2160,0.298148,0.888,3.248732e+03,2.403623e-02,2.5972,0,1,184,1384,63,68
645,1515,2160,0.298611,0.892,3.266441e+03,4.176591e-02,2.6105,2,9,7,1384,63,67
646,1514,2160,0.299074,0.897,3.273944e+03,3.013169e-02,2.5881,2,9,1,1384,63,66
647,1513,2160,0.299537,0.898,3.280905e+03,5.094315e-02,2.5889,2,3,9,1384,63,65
648,1512,2160,0.3,0.899,3.287710e+03,3.058583e-02,2.5938,1,7,0,1384,62,65
649,1511,2160,0.300463,0.9,3.265140e+03,2.569715e-02,2.5972,0,0,101,1383,62,65
650,1510,2160,0.300926,0.898,3.273061e+03,2.968379e-02,2.5803,0,1,82,1382,62,65
651,1509,2160,0.301389,0.898,3.290354e+03,6.258823e-03,2.6201,0,2,148,1381,62,65
652,1508,2160,0.301852,0.898,3.293777e+03,6.054794e-03,2.5957,0,4,69,1380,62,65
653,1507,2160,0.302315,0.898,3.292885e+03,1.299870e-02,2.5762,0,5,105,1379,62,65
654,1506,2160,0.302778,0.897,3.289422e+03,1.090261e-02,2.5848,0,9,31,1378,62,65
655,1505,2160,0.303241,0.897,3.296734e+03,2.591884e-02,2.5772,2,8,4,1378,62,64
656,1504,2160,0.303704,0.897,3.304199e+03,1.860957e-02,2.5925,0,1,137,1377,62,64
657,1503,2160,0.304167,0.895,3.315999e+03,9.995242e-03,2.5738,0,5,62,1376,62,64
658,1502,2160,0.30463,0.895,3.321787e+03,1.226945e-02,2.5831,0,5,8,1375,62,64
659,1501,2160,0.305093,0.895,3.325169e+03,6.329962e-03,2.5835,0,4,97,1374,62,64
660,1500,2160,0.305556,0.895,3.327427e+03,8.217705e-03,2.5981,0,8,126,1373,62,64
661,1499,2160,0.306019,0.895,3.326744e+03,1.158352e-02,2.5898,0,4,72,1372,62,64
662,1498,2160,0.306481,0.896,3.324852e+03,2.027609e-02,2.5922,0,1,141,1371,62,64
663,1497,2160,0.306944,0.895,3.334293e+03,3.096101e-02,2.5807,1,9,1,1371,61,64
664,1496,2160,0.307407,0.893,3.337885e+03,2.527552e-02,2.6282,1,3,8,1371,60,64
665,1495,2160,0.30787,0.889,3.342632e+03,7.267508e-03,2.6114,0,1,174,1370,60,64
666,1494,2160,0.308333,0.889,3.346125e+03,3.720753e-03,2.604,0,0,35,1369,60,64
667,1493,2160,0.308796,0.889,3.349911e+03,6.085659e-03,2.5777,0,0,127,1368,60,64
668,1492,2160,0.309259,0.888,3.352723e+03,1.115360e-02,2.6333,0,9,143,1367,60,64
669,1491,2160,0.309722,0.888,3.347432e+03,6.643640e-03,2.5876,0,9,181,1366,60,64
670,1490,2160,0.310185,0.887,3.350668e+03,4.240950e-03,2.5785,0,7,18,1365,60,64
671,1489,2160,0.310648,0.887,3.351044e+03,1.007608e-02,2.5815,0,9,14,1364,60,64
672,1488,2160,0.311111,0.887,3.349516e+03,7.838163e-03,2.6457,0,8,61,1363,60,64
673,1487,2160,0.311574,0.886,3.351851e+03,4.304145e-03,2.5747,0,0,0,1362,60,64
674,1486,2160,0.312037,0.886,3.355434e+03,4.231420e-02,2.57,1,8,0,1362,59,64
675,1485,2160,0.3125,0.883,3.374938e+03,1.707175e-02,2.5682,0,3,34,1361,59,64
676,1484,2160,0.312963,0.883,3.383370e+03,1.286870e-02,2.5941,0,1,34,1360,59,64
677,1483,2160,0.313426,0.883,3.383138e+03,1.823654e-02,2.5893,0,9,161,1359,59,64
678,1482,2160,0.313889,0.883,3.384886e+03,1.759853e-02,2.6034,0,9,22,1358,59,64
679,1481,2160,0.314352,0.883,3.386112e+03,4.663547e-03,2.5767,0,0,7,1357,59,64
680,1480,2160,0.314815,0.883,3.388838e+03,3.268740e-03,2.5895,0,7,112,1356,59,64
681,1479,2160,0.315278,0.883,3.388972e+03,1.215356e-02,2.6172,0,1,8,1355,59,64
682,1478,2160,0.315741,0.883,3.386443e+03,1.489943e-02,2.5789,0,1,51,1354,59,64
683,1477,2160,0.316204,0.883,3.399252e+03,8.156941e-03,2.5829,0,9,27,1353,59,64
684,1476,2160,0.316667,0.883,3.401266e+03,3.251487e-03,2.5808,0,5,27,1352,59,64
685,1475,2160,0.31713,0.882,3.401992e+03,9.818451e-03,2.5821,0,2,161,1351,59,64
686,1474,2160,0.317593,0.882,3.402514e+03,6.919196e-03,2.6137,0,5,5,1350,59,64
687,1473,2160,0.318056,0.882,3.409291e+03,1.120435e-02,2.576,0,1,125,1349,59,64
688,1472,2160,0.318519,0.884,3.411616e+03,2.795806e-02,2.5757,0,1,67,1348,59,64
689,1471,2160,0.318981,0.888,3.424926e+03,1.567617e-02,2.5893,0,9,100,1347,59,64
690,1470,2160,0.319444,0.887,3.426878e+03,4.718491e-03,2.5769,0,7,19,1346,59,64
691,1469,2160,0.319907,0.888,3.429867e+03,6.301161e-03,2.5925,0,0,40,1345,59,64
692,1468,2160,0.32037,0.888,3.428183e+03,2.110669e-02,2.5847,0,9,60,1344,59,64
693,1467,2160,0.320833,0.889,3.432768e+03,5.473533e-03,2.5741,0,7,84,1343,59,64
694,1466,2160,0.321296,0.889,3.433028e+03,1.035685e-02,2.5774,0,8,39,1342,59,64
695,1465,2160,0.321759,0.888,3.431054e+03,2.012084e-02,2.646,0,4,6,1341,59,64
696,1464,2160,0.322222,0.885,3.425237e+03,2.616820e-02,2.5798,0,2,176,1340,59,64
697,1463,2160,0.322685,0.889,3.420329e+03,5.982631e-02,2.5846,0,5,176,1339,59,64
698,1462,2160,0.323148,0.89,3.449995e+03,1.558614e-02,2.6181,0,3,176,1338,59,64
699,1461,2160,0.323611,0.892,3.440357e+03,1.090677e-02,2.6241,0,4,38,1337,59,64
700,1460,2160,0.324074,0.892,3.436109e+03,2.119190e-02,2.5806,0,3,114,1336,59,64
701,1459,2160,0.324537,0.891,3.445132e+03,3.891682e-03,2.6521,0,2,114,1335,59,64
702,1458,2160,0.325,0.891,3.447627e+03,6.477513e-03,2.5769,0,3,29,1334,59,64
703,1457,2160,0.325463,0.891,3.447991e+03,2.322595e-03,2.581,0,4,29,1333,59,64
704,1456,2160,0.325926,0.891,3.451261e+03,9.649031e-03,2.5798,0,9,114,1332,59,64
705,1455,2160,0.326389,0.89,3.449392e+03,2.338971e-02,2.6018,0,3,190,1331,59,64
706,1454,2160,0.326852,0.892,3.448993e+03,2.122765e-02,2.5885,0,9,24,1330,59,64
707,1453,2160,0.327315,0.891,3.451015e+03,2.762005e-02,2.6381,0,9,103,1329,59,64
708,1452,2160,0.327778,0.889,3.471565e+03,5.678137e-03,2.5806,0,7,7,1328,59,64
709,1451,2160,0.328241,0.889,3.471944e+03,6.771031e-03,2.5874,0,0,134,1327,59,64
710,1450,2160,0.328704,0.889,3.472732e+03,7.481073e-03,2.584,0,0,44,1326,59,64
711,1449,2160,0.329167,0.887,3.475604e+03,7.599032e-03,2.5763,0,7,123,1325,59,64
712,1448,2160,0.32963,0.886,3.481758e+03,1.559802e-02,2.6178,0,8,62,1324,59,64
713,1447,2160,0.330093,0.89,3.477729e+03,1.157946e-02,2.5917,0,2,12,1323,59,64
714,1446,2160,0.330556,0.891,3.490093e+03,1.097076e-02,2.6043,0,0,12,1322,59,64
715,1445,2160,0.331019,0.891,3.497580e+03,2.422434e-02,2.5983,0,9,130,1321,59,64
716,1444,2160,0.331481,0.888,3.494666e+03,1.038859e-02,2.5834,0,4,184,1320,59,64
717,1443,2160,0.331944,0.889,3.505727e+03,8.170753e-03,2.5967,0,7,183,1319,59,64
718,1442,2160,0.332407,0.889,3.512309e+03,1.373886e-02,2.6083,0,7,115,1318,59,64
719,1441,2160,0.33287,0.888,3.517812e+03,7.455802e-03,2.5808,0,0,22,1317,59,64
720,1440,2160,0.333333,0.888,3.518153e+03,9.261962e-03,2.5722,0,0,185,1316,59,64
721,1439,2160,0.333796,0.889,3.513964e+03,7.797573e-03,2.5914,0,4,185,1315,59,64
722,1438,2160,0.334259,0.89,3.509355e+03,1.076019e-02,2.5801,0,5,126,1314,59,64
723,1437,2160,0.334722,0.888,3.517079e+03,1.479019e-02,2.5952,0,9,32,1313,59,64
724,1436,2160,0.335185,0.888,3.528287e+03,9.262885e-03,2.6353,0,8,3,1312,59,64
725,1435,2160,0.335648,0.889,3.533277e+03,6.769503e-03,2.6009,0,4,3,1311,59,64
726,1434,2160,0.336111,0.889,3.535973e+03,1.496484e-02,2.582,0,1,3,1310,59,64
727,1433,2160,0.336574,0.888,3.547469e+03,1.184312e-02,2.621,0,0,156,1309,59,64
728,1432,2160,0.337037,0.888,3.555880e+03,1.830268e-02,2.6215,0,8,2,1308,59,64
729,1431,2160,0.3375,0.888,3.574419e+03,3.019509e-02,2.6542,0,2,135,1307,59,64
730,1430,2160,0.337963,0.889,3.615218e+03,7.050622e-02,2.5892,1,9,3,1307,58,64
731,1429,2160,0.338426,0.892,3.571886e+03,1.313734e-02,2.594,0,3,99,1306,58,64
732,1428,2160,0.338889,0.893,3.568753e+03,7.961065e-03,2.6095,0,2,27,1305,58,64
733,1427,2160,0.339352,0.894,3.572231e+03,8.246846e-02,2.5795,2,5,2,1305,58,63
734,1426,2160,0.339815,0.893,3.694777e+03,2.436003e-02,2.596,0,8,187,1304,58,63
735,1425,2160,0.340278,0.893,3.724871e+03,1.431644e-02,2.6289,0,8,14,1303,58,63
736,1424,2160,0.340741,0.894,3.736801e+03,1.035533e-02,2.606,0,0,57,1302,58,63
737,1423,2160,0.341204,0.894,3.745523e+03,2.539448e-02,2.595,0,9,65,1301,58,63
738,1422,2160,0.341667,0.895,3.763603e+03,3.243300e-02,2.5829,0,4,103,1300,58,63
739,1421,2160,0.34213,0.897,3.820239e+03,4.897718e-02,2.5733,1,7,8,1300,57,63
740,1420,2160,0.342593,0.895,3.945847e+03,3.808085e-02,2.579,0,0,85,1299,57,63
741,1419,2160,0.343056,0.897,3.837215e+03,2.794179e-02,2.5824,0,2,67,1298,57,63
742,1418,2160,0.343519,0.896,3.795661e+03,6.018959e-02,2.6172,2,5,5,1298,57,62
743,1417,2160,0.343981,0.899,3.847605e+03,2.357500e-02,2.6219,0,2,134,1297,57,62
744,1416,2160,0.344444,0.899,3.870173e+03,1.034609e-02,2.5898,0,9,134,1296,57,62
745,1415,2160,0.344907,0.902,3.865194e+03,3.454132e-02,2.5932,0,4,161,1295,57,62
746,1414,2160,0.34537,0.896,3.916412e+03,9.175912e-03,2.5909,0,1,178,1294,57,62
747,1413,2160,0.345833,0.897,3.933749e+03,2.419851e-02,2.6178,0,9,91,1293,57,62
748,1412,2160,0.346296,0.897,3.959661e+03,2.232674e-02,2.6054,0,9,160,1292,57,62
749,1411,2160,0.346759,0.895,3.964697e+03,9.889198e-03,2.6169,0,8,195,1291,57,62
750,1410,2160,0.347222,0.896,3.968285e+03,2.196139e-02,2.5898,0,1,74,1290,57,62
751,1409,2160,0.347685,0.894,3.992703e+03,1.016726e-02,2.5881,0,4,193,1289,57,62
752,1408,2160,0.348148,0.894,3.991435e+03,1.094969e-02,2.6043,0,0,170,1288,57,62
753,1407,2160,0.348611,0.894,3.997904e+03,2.509727e-02,2.5772,0,9,147,1287,57,62
754,1406,2160,0.349074,0.895,4.000427e+03,1.439394e-02,2.6094,0,3,85,1286,57,62
755,1405,2160,0.349537,0.895,4.006652e+03,6.730002e-03,2.5933,0,7,4,1285,57,62
756,1404,2160,0.35,0.894,4.017718e+03,6.693853e-03,2.5897,0,7,55,1284,57,62
757,1403,2160,0.350463,0.894,4.018273e+03,1.542133e-02,2.6015,0,9,55,1283,57,62
758,1402,2160,0.350926,0.893,4.055619e+03,1.225458e-02,2.5793,0,4,179,1282,57,62
759,1401,2160,0.351389,0.893,4.065958e+03,6.524144e-03,2.5835,0,3,179,1281,57,62
760,1400,2160,0.351852,0.893,4.060366e+03,1.329979e-02,2.5933,0,0,92,1280,57,62
761,1399,2160,0.352315,0.893,4.055482e+03,1.256109e-02,2.5911,0,2,16,1279,57,62
762,1398,2160,0.352778,0.894,4.081017e+03,2.663242e-02,2.5797,0,1,93,1278,57,62
763,1397,2160,0.353241,0.894,4.099364e+03,9.854808e-03,2.584,0,0,148,1277,57,62
764,1396,2160,0.353704,0.893,4.105821e+03,7.300606e-03,2.5987,0,7,23,1276,57,62
765,1395,2160,0.354167,0.893,4.107124e+03,8.266170e-03,2.5768,0,1,182,1275,57,62
766,1394,2160,0.35463,0.893,4.126237e+03,4.425797e-02,2.6309,0,2,38,1274,57,62
767,1393,2160,0.355093,0.893,4.202831e+03,5.765801e-02,2.5878,2,0,8,1274,57,61
768,1392,2160,0.355556,0.895,4.303874e+03,4.215513e-02,2.5762,0,9,118,1273,57,61
769,1391,2160,0.356019,0.895,4.412326e+03,3.584176e-02,2.583,1,5,7,1273,56,61
770,1390,2160,0.356481,0.896,4.456888e+03,2.105199e-02,2.6043,0,3,109,1272,56,61
771,1389,2160,0.356944,0.896,4.479916e+03,3.023545e-02,2.613,0,4,64,1271,56,61
772,1388,2160,0.357407,0.895,4.472689e+03,5.918009e-02,2.5808,0,3,144,1270,56,61
773,1387,2160,0.35787,0.892,4.479606e+03,9.388871e-03,2.5792,0,3,26,1269,56,61
774,1386,2160,0.358333,0.891,4.493324e+03,2.465218e-02,2.5938,0,9,69,1268,56,61
775,1385,2160,0.358796,0.892,4.546228e+03,1.222603e-02,2.5829,0,0,178,1267,56,61
776,1384,2160,0.359259,0.892,4.537765e+03,1.641620e-02,2.5923,0,0,138,1266,56,61
777,1383,2160,0.359722,0.891,4.530167e+03,8.322644e-03,2.603,0,1,25,1265,56,61
778,1382,2160,0.360185,0.891,4.541184e+03,1.806836e-02,2.5881,0,3,168,1264,56,61
779,1381,2160,0.360648,0.891,4.541852e+03,1.127387e-02,2.632,0,2,168,1263,56,61
780,1380,2160,0.361111,0.892,4.554315e+03,1.094752e-02,2.5908,0,0,164,1262,56,61
781,1379,2160,0.361574,0.891,4.563416e+03,9.614597e-03,2.5895,0,0,194,1261,56,61
782,1378,2160,0.362037,0.891,4.571033e+03,1.104776e-02,2.6277,0,5,165,1260,56,61
783,1377,2160,0.3625,0.891,4.586651e+03,1.122053e-02,2.6009,0,0,117,1259,56,61
784,1376,2160,0.362963,0.891,4.590427e+03,1.264789e-02,2.5882,0,2,53,1258,56,61
785,1375,2160,0.363426,0.891,4.597780e+03,9.158588e-03,2.5938,0,0,141,1257,56,61
786,1374,2160,0.363889,0.891,4.599070e+03,1.681184e-02,2.5823,0,4,158,1256,56,61
787,1373,2160,0.364352,0.891,4.615706e+03,8.797514e-03,2.5969,0,8,158,1255,56,61
788,1372,2160,0.364815,0.891,4.614255e+03,1.242008e-02,2.6174,0,1,158,1254,56,61
789,1371,2160,0.365278,0.892,4.606173e+03,2.817214e-02,2.6613,0,9,121,1253,56,61
790,1370,2160,0.365741,0.89,4.620361e+03,1.666408e-02,2.6571,0,3,154,1252,56,61
791,1369,2160,0.366204,0.891,4.628325e+03,1.449663e-02,2.598,0,1,194,1251,56,61
792,1368,2160,0.366667,0.891,4.634257e+03,2.023007e-02,2.5823,0,3,128,1250,56,61
793,1367,2160,0.36713,0.889,4.677000e+03,1.043114e-02,2.5966,0,0,162,1249,56,61
794,1366,2160,0.367593,0.89,4.682923e+03,5.554298e-02,2.5783,0,2,164,1248,56,61
795,1365,2160,0.368056,0.889,4.694856e+03,6.905589e-02,2.5961,0,4,77,1247,56,61
796,1364,2160,0.368519,0.888,4.706902e+03,6.544879e-02,2.5912,2,4,8,1247,56,60
797,1363,2160,0.368981,0.888,4.729149e+03,8.642577e-03,2.5962,0,4,48,1246,56,60
798,1362,2160,0.369444,0.889,4.743452e+03,1.101877e-02,2.5776,0,1,60,1245,56,60
799,1361,2160,0.369907,0.889,4.743510e+03,1.004833e-02,2.5902,0,0,108,1244,56,60
800,1360,2160,0.37037,0.888,4.752070e+03,3.087142e-02,2.5773,2,0,1,1244,56,59
801,1359,2160,0.370833,0.886,4.759380e+03,2.730206e-02,2.5826,2,8,9,1244,56,58
802,1358,2160,0.371296,0.888,4.731050e+03,2.280703e-02,2.573,2,8,6,1244,56,57
803,1357,2160,0.371759,0.888,4.774092e+03,1.158361e-02,2.5849,0,4,170,1243,56,57
804,1356,2160,0.372222,0.888,4.767647e+03,7.198632e-03,2.5759,0,4,111,1242,56,57
805,1355,2160,0.372685,0.888,4.774254e+03,1.437587e-02,2.5989,0,1,75,1241,56,57
806,1354,2160,0.373148,0.888,4.781648e+03,1.015928e-02,2.5778,0,4,107,1240,56,57
807,1353,2160,0.373611,0.886,4.788514e+03,7.563362e-03,2.6161,0,5,167,1239,56,57
808,1352,2160,0.374074,0.887,4.795014e+03,1.593272e-02,2.5842,0,0,130,1238,56,57
809,1351,2160,0.374537,0.886,4.817238e+03,2.738935e-02,2.5731,0,3,39,1237,56,57
810,1350,2160,0.375,0.889,4.821768e+03,1.024481e-02,2.5901,0,7,189,1236,56,57
811,1349,2160,0.375463,0.889,4.819103e+03,1.276756e-02,2.6012,0,4,189,1235,56,57
812,1348,2160,0.375926,0.888,4.821290e+03,2.535777e-02,2.5857,0,3,103,1234,56,57
813,1347,2160,0.376389,0.888,4.813874e+03,1.909223e-02,2.5901,0,0,93,1233,56,57
