step,NZ,total_W,sparsity,val_acc,d_manifold,d_W,prune_time_s,candidate_layer,candidate_i,candidate_j,layer_0_NZ,layer_1_NZ,layer_2_NZ
21,2139,2160,0.009722,0.916,0.000000e+00,9.759305e-04,2.5634,0,6,33,1940,99,99
22,2138,2160,0.010185,0.916,0.000000e+00,1.009329e-03,2.601,0,6,188,1939,99,99
23,2137,2160,0.010648,0.916,0.000000e+00,1.016928e-03,2.6071,0,6,23,1938,99,99
24,2136,2160,0.011111,0.916,0.000000e+00,1.266644e-03,2.5951,0,6,137,1937,99,99
25,2135,2160,0.011574,0.916,0.000000e+00,1.382835e-03,2.6137,0,6,118,1936,99,99
26,2134,2160,0.012037,0.917,0.000000e+00,1.414653e-03,2.6459,0,6,75,1935,99,99
27,2133,2160,0.0125,0.917,0.000000e+00,1.539042e-03,2.6507,0,6,62,1934,99,99
28,2132,2160,0.012963,0.917,0.000000e+00,1.799538e-03,2.6115,0,6,20,1933,99,99
29,2131,2160,0.013426,0.917,0.000000e+00,1.863756e-03,2.6207,1,0,0,1933,98,99
30,2130,2160,0.013889,0.917,0.000000e+00,1.921759e-03,2.5701,0,6,24,1932,98,99
31,2129,2160,0.014352,0.917,0.000000e+00,1.956499e-03,2.5973,0,6,42,1931,98,99
32,2128,2160,0.014815,0.917,0.000000e+00,1.977193e-03,2.6149,0,6,194,1930,98,99
33,2127,2160,0.015278,0.917,0.000000e+00,2.008096e-03,2.595,0,6,171,1929,98,99
34,2126,2160,0.015741,0.917,0.000000e+00,2.089038e-03,2.5612,0,6,38,1928,98,99
35,2125,2160,0.016204,0.917,0.000000e+00,2.190075e-03,2.6025,0,6,72,1927,98,99
36,2124,2160,0.016667,0.917,0.000000e+00,2.296070e-03,2.6065,0,6,166,1926,98,99
37,2123,2160,0.01713,0.917,0.000000e+00,2.327863e-03,2.5897,0,6,172,1925,98,99
38,2122,2160,0.017593,0.917,0.000000e+00,2.359671e-03,2.5892,2,8,0,1925,98,98
39,2121,2160,0.018056,0.917,0.000000e+00,2.363296e-03,2.5986,0,6,37,1924,98,98
40,2120,2160,0.018519,0.917,0.000000e+00,2.376357e-03,2.5846,0,6,148,1923,98,98
41,2119,2160,0.018981,0.917,0.000000e+00,2.399735e-03,2.5746,0,6,18,1922,98,98
42,2118,2160,0.019444,0.917,0.000000e+00,2.426755e-03,2.601,0,6,57,1921,98,98
43,2117,2160,0.019907,0.917,0.000000e+00,2.492971e-03,2.5867,0,6,4,1920,98,98
44,2116,2160,0.02037,0.917,0.000000e+00,2.717119e-03,2.5934,0,6,43,1919,98,98
45,2115,2160,0.020833,0.917,0.000000e+00,2.802846e-03,2.5727,0,6,113,1918,98,98
46,2114,2160,0.021296,0.917,0.000000e+00,2.827419e-03,2.6455,0,6,81,1917,98,98
47,2113,2160,0.021759,0.917,0.000000e+00,2.909136e-03,2.6308,0,6,173,1916,98,98
48,2112,2160,0.022222,0.916,0.000000e+00,3.137874e-03,2.7398,1,8,6,1916,97,98
49,2111,2160,0.022685,0.916,0.000000e+00,3.162124e-03,2.6326,0,6,114,1915,97,98
50,2110,2160,0.023148,0.916,0.000000e+00,3.276661e-03,2.6285,0,6,187,1914,97,98
51,2109,2160,0.023611,0.916,0.000000e+00,3.354483e-03,2.6301,0,6,36,1913,97,98
52,2108,2160,0.024074,0.916,0.000000e+00,3.423426e-03,2.6197,0,6,2,1912,97,98
53,2107,2160,0.024537,0.916,0.000000e+00,3.490606e-03,2.6207,0,6,8,1911,97,98
54,2106,2160,0.025,0.916,0.000000e+00,3.625539e-03,2.5768,0,6,94,1910,97,98
55,2105,2160,0.025463,0.916,0.000000e+00,3.630354e-03,2.5753,0,6,9,1909,97,98
56,2104,2160,0.025926,0.916,0.000000e+00,3.739734e-03,2.5873,0,6,191,1908,97,98
57,2103,2160,0.026389,0.916,0.000000e+00,3.887787e-03,2.5956,0,6,84,1907,97,98
58,2102,2160,0.026852,0.916,0.000000e+00,3.892321e-03,2.5972,0,6,108,1906,97,98
59,2101,2160,0.027315,0.916,0.000000e+00,3.906704e-03,2.5856,0,6,127,1905,97,98
60,2100,2160,0.027778,0.916,0.000000e+00,4.187547e-03,2.5826,1,0,7,1905,96,98
61,2099,2160,0.028241,0.916,0.000000e+00,4.237622e-03,2.6057,0,6,180,1904,96,98
62,2098,2160,0.028704,0.916,0.000000e+00,4.386955e-03,2.5838,1,0,3,1904,95,98
63,2097,2160,0.029167,0.916,0.000000e+00,4.512192e-03,2.5623,2,6,0,1904,95,97
64,2096,2160,0.02963,0.916,0.000000e+00,4.529968e-03,2.6095,0,6,158,1903,95,97
65,2095,2160,0.030093,0.916,0.000000e+00,4.542419e-03,2.5948,0,6,126,1902,95,97
66,2094,2160,0.030556,0.916,0.000000e+00,4.630650e-03,2.5822,0,6,89,1901,95,97
67,2093,2160,0.031019,0.917,0.000000e+00,4.648936e-03,2.5811,0,6,132,1900,95,97
68,2092,2160,0.031481,0.917,0.000000e+00,4.693496e-03,2.5853,0,6,115,1899,95,97
69,2091,2160,0.031944,0.917,0.000000e+00,4.697940e-03,2.6194,0,6,133,1898,95,97
70,2090,2160,0.032407,0.917,0.000000e+00,4.727751e-03,2.5989,0,6,181,1897,95,97
71,2089,2160,0.03287,0.917,0.000000e+00,4.872074e-03,2.6011,0,6,128,1896,95,97
72,2088,2160,0.033333,0.917,0.000000e+00,4.966523e-03,2.5832,0,6,3,1895,95,97
73,2087,2160,0.033796,0.917,0.000000e+00,5.108892e-03,2.6744,0,6,159,1894,95,97
74,2086,2160,0.034259,0.917,0.000000e+00,5.319266e-03,2.6465,0,6,129,1893,95,97
75,2085,2160,0.034722,0.917,0.000000e+00,5.334481e-03,2.5978,0,6,29,1892,95,97
76,2084,2160,0.035185,0.917,0.000000e+00,5.393086e-03,2.6097,0,6,134,1891,95,97
77,2083,2160,0.035648,0.917,0.000000e+00,5.428353e-03,2.6021,0,6,170,1890,95,97
78,2082,2160,0.036111,0.917,0.000000e+00,5.636190e-03,2.6176,0,6,78,1889,95,97
79,2081,2160,0.036574,0.917,0.000000e+00,5.649884e-03,2.615,0,6,156,1888,95,97
80,2080,2160,0.037037,0.917,0.000000e+00,5.684475e-03,2.5838,0,6,138,1887,95,97
81,2079,2160,0.0375,0.917,0.000000e+00,5.716705e-03,2.6206,0,6,111,1886,95,97
82,2078,2160,0.037963,0.917,0.000000e+00,5.844791e-03,2.5891,0,6,106,1885,95,97
83,2077,2160,0.038426,0.917,0.000000e+00,5.886506e-03,2.5939,2,3,0,1885,95,96
84,2076,2160,0.038889,0.917,0.000000e+00,5.939323e-03,2.5832,0,6,177,1884,95,96
85,2075,2160,0.039352,0.917,0.000000e+00,6.134243e-03,2.5834,0,6,31,1883,95,96
86,2074,2160,0.039815,0.917,0.000000e+00,6.187781e-03,2.5879,0,6,160,1882,95,96
87,2073,2160,0.040278,0.917,0.000000e+00,6.198060e-03,2.5827,0,6,119,1881,95,96
88,2072,2160,0.040741,0.917,0.000000e+00,6.298928e-03,2.6142,0,6,130,1880,95,96
89,2071,2160,0.041204,0.917,0.000000e+00,6.327346e-03,2.5812,1,4,6,1880,94,96
90,2070,2160,0.041667,0.917,0.000000e+00,6.340904e-03,2.6683,0,6,60,1879,94,96
91,2069,2160,0.04213,0.917,0.000000e+00,6.372768e-03,2.5843,0,6,157,1878,94,96
92,2068,2160,0.042593,0.917,0.000000e+00,6.424742e-03,2.651,0,6,131,1877,94,96
93,2067,2160,0.043056,0.917,0.000000e+00,6.430098e-03,2.6055,0,6,146,1876,94,96
94,2066,2160,0.043519,0.917,0.000000e+00,6.461619e-03,2.5941,0,6,56,1875,94,96
95,2065,2160,0.043981,0.917,0.000000e+00,6.569455e-03,2.672,0,6,70,1874,94,96
96,2064,2160,0.044444,0.917,0.000000e+00,6.611300e-03,2.5741,0,6,110,1873,94,96
97,2063,2160,0.044907,0.917,0.000000e+00,6.619408e-03,2.5915,0,6,14,1872,94,96
98,2062,2160,0.04537,0.917,0.000000e+00,6.728343e-03,2.6005,0,6,123,1871,94,96
99,2061,2160,0.045833,0.917,0.000000e+00,6.807106e-03,2.6761,0,6,112,1870,94,96
100,2060,2160,0.046296,0.917,0.000000e+00,6.832110e-03,2.6006,0,6,80,1869,94,96
101,2059,2160,0.046759,0.917,0.000000e+00,6.894391e-03,2.5806,0,6,65,1868,94,96
102,2058,2160,0.047222,0.917,0.000000e+00,6.895029e-03,2.6219,0,6,61,1867,94,96
103,2057,2160,0.047685,0.917,0.000000e+00,7.018507e-03,2.5987,0,6,186,1866,94,96
104,2056,2160,0.048148,0.917,0.000000e+00,7.025445e-03,2.6327,0,6,30,1865,94,96
105,2055,2160,0.048611,0.917,0.000000e+00,7.148751e-03,2.5872,0,6,150,1864,94,96
106,2054,2160,0.049074,0.917,0.000000e+00,7.154397e-03,2.6095,0,6,193,1863,94,96
107,2053,2160,0.049537,0.917,0.000000e+00,7.273654e-03,2.6162,0,6,50,1862,94,96
108,2052,2160,0.05,0.917,0.000000e+00,7.285997e-03,2.7225,0,6,88,1861,94,96
109,2051,2160,0.050463,0.917,0.000000e+00,7.465823e-03,2.5957,0,6,41,1860,94,96
110,2050,2160,0.050926,0.917,0.000000e+00,7.540648e-03,2.6764,0,6,7,1859,94,96
111,2049,2160,0.051389,0.917,0.000000e+00,7.583330e-03,2.6826,0,6,26,1858,94,96
112,2048,2160,0.051852,0.917,0.000000e+00,7.643526e-03,2.7084,1,0,8,1858,93,96
113,2047,2160,0.052315,0.917,0.000000e+00,7.676195e-03,2.5923,0,6,91,1857,93,96
114,2046,2160,0.052778,0.917,0.000000e+00,7.702104e-03,2.6251,1,0,1,1857,92,96
115,2045,2160,0.053241,0.917,0.000000e+00,7.726777e-03,2.5744,0,6,10,1856,92,96
116,2044,2160,0.053704,0.917,0.000000e+00,7.763804e-03,2.6126,0,6,163,1855,92,96
117,2043,2160,0.054167,0.917,0.000000e+00,7.796101e-03,2.6072,0,6,17,1854,92,96
118,2042,2160,0.05463,0.917,0.000000e+00,7.798279e-03,2.6774,0,6,152,1853,92,96
119,2041,2160,0.055093,0.917,0.000000e+00,7.818899e-03,2.5888,0,6,164,1852,92,96
120,2040,2160,0.055556,0.917,0.000000e+00,7.859657e-03,2.6653,0,6,77,1851,92,96
121,2039,2160,0.056019,0.917,0.000000e+00,8.045632e-03,2.6345,0,6,64,1850,92,96
122,2038,2160,0.056481,0.917,0.000000e+00,8.095028e-03,2.585,0,6,143,1849,92,96
123,2037,2160,0.056944,0.917,0.000000e+00,8.131019e-03,2.5933,0,6,48,1848,92,96
124,2036,2160,0.057407,0.917,0.000000e+00,8.179034e-03,2.6409,0,6,149,1847,92,96
125,2035,2160,0.05787,0.917,0.000000e+00,8.214979e-03,2.6237,0,6,83,1846,92,96
126,2034,2160,0.058333,0.917,0.000000e+00,8.315158e-03,2.5847,0,6,144,1845,92,96
127,2033,2160,0.058796,0.917,0.000000e+00,8.906665e-03,2.5942,0,6,85,1844,92,96
128,2032,2160,0.059259,0.917,0.000000e+00,8.987253e-03,2.6177,0,6,90,1843,92,96
129,2031,2160,0.059722,0.917,0.000000e+00,9.236403e-03,2.5703,0,6,183,1842,92,96
130,2030,2160,0.060185,0.917,0.000000e+00,9.309210e-03,2.5727,0,6,71,1841,92,96
131,2029,2160,0.060648,0.917,0.000000e+00,9.406386e-03,2.5354,0,6,135,1840,92,96
132,2028,2160,0.061111,0.917,0.000000e+00,9.526075e-03,2.6112,0,6,117,1839,92,96
133,2027,2160,0.061574,0.917,0.000000e+00,9.586588e-03,2.5823,0,6,103,1838,92,96
134,2026,2160,0.062037,0.917,0.000000e+00,9.631104e-03,2.6162,0,6,54,1837,92,96
135,2025,2160,0.0625,0.917,0.000000e+00,9.800349e-03,2.5791,0,6,13,1836,92,96
136,2024,2160,0.062963,0.917,0.000000e+00,9.895488e-03,2.625,0,6,182,1835,92,96
137,2023,2160,0.063426,0.917,0.000000e+00,9.950364e-03,2.6628,0,6,155,1834,92,96
138,2022,2160,0.063889,0.917,0.000000e+00,9.970072e-03,2.6055,0,6,109,1833,92,96
139,2021,2160,0.064352,0.917,6.428047e-04,9.973673e-03,2.6088,1,0,6,1833,91,96
140,2020,2160,0.064815,0.917,6.428047e-04,1.014595e-02,2.6523,0,6,79,1832,91,96
141,2019,2160,0.065278,0.916,6.434671e-04,1.020449e-02,2.6034,0,6,86,1831,91,96
142,2018,2160,0.065741,0.916,6.438633e-04,1.058139e-02,2.5911,0,6,35,1830,91,96
143,2017,2160,0.066204,0.916,6.513813e-04,1.000212e-02,2.6231,0,6,176,1829,91,96
144,2016,2160,0.066667,0.916,6.511051e-04,1.071396e-02,2.5789,0,6,46,1828,91,96
145,2015,2160,0.06713,0.916,9.213700e-04,1.049247e-02,2.5928,0,6,195,1827,91,96
146,2014,2160,0.067593,0.916,9.215196e-04,1.049970e-02,2.5781,1,0,9,1827,90,96
147,2013,2160,0.068056,0.916,9.215196e-04,1.112661e-02,2.6076,0,6,142,1826,90,96
148,2012,2160,0.068519,0.916,9.212232e-04,9.815003e-03,2.6058,0,6,16,1825,90,96
149,2011,2160,0.068981,0.916,9.213273e-04,1.082802e-02,2.5789,1,0,4,1825,89,96
150,2010,2160,0.069444,0.916,9.213273e-04,1.106481e-02,2.5987,0,6,44,1824,89,96
151,2009,2160,0.069907,0.916,1.676274e-03,1.087522e-02,2.5814,0,6,101,1823,89,96
152,2008,2160,0.07037,0.916,2.023005e-03,1.125077e-02,2.582,0,6,147,1822,89,96
153,2007,2160,0.070833,0.917,2.023316e-03,1.148615e-02,2.6366,0,6,141,1821,89,96
154,2006,2160,0.071296,0.917,2.023332e-03,1.126600e-02,2.5989,0,6,102,1820,89,96
155,2005,2160,0.071759,0.917,2.594659e-03,1.323687e-02,2.5928,0,6,25,1819,89,96
156,2004,2160,0.072222,0.917,3.405604e-03,1.219627e-02,2.5986,0,6,1,1818,89,96
157,2003,2160,0.072685,0.917,3.795767e-03,1.304115e-02,2.5912,0,6,12,1817,89,96
158,2002,2160,0.073148,0.917,3.832419e-03,1.315092e-02,2.5923,0,6,174,1816,89,96
159,2001,2160,0.073611,0.917,3.831881e-03,1.616663e-02,2.5841,0,6,55,1815,89,96
160,2000,2160,0.074074,0.916,4.720605e-03,1.972661e-02,2.5912,0,6,168,1814,89,96
161,1999,2160,0.074537,0.916,1.050936e-02,2.281738e-02,2.6198,0,6,125,1813,89,96
162,1998,2160,0.075,0.917,1.233254e-02,1.158697e-02,2.6174,2,7,0,1813,89,95
163,1997,2160,0.075463,0.917,1.233254e-02,1.256231e-02,2.6258,1,0,2,1813,88,95
164,1996,2160,0.075926,0.917,1.233254e-02,1.296852e-02,2.6587,2,1,0,1813,88,94
165,1995,2160,0.076389,0.917,1.233254e-02,1.361023e-02,2.6807,2,2,0,1813,88,93
166,1994,2160,0.076852,0.917,1.233254e-02,1.457766e-02,2.5994,2,0,0,1813,88,92
167,1993,2160,0.077315,0.917,1.233254e-02,6.040411e-02,2.6186,0,6,92,1812,88,92
168,1992,2160,0.077778,0.916,2.290367e-01,1.851887e-02,2.5678,2,9,0,1812,88,91
169,1991,2160,0.078241,0.916,2.290367e-01,2.006271e-02,2.6101,2,4,0,1812,88,90
170,1990,2160,0.078704,0.916,2.290367e-01,1.292389e-03,2.5855,0,8,7,1811,88,90
171,1989,2160,0.079167,0.916,2.290219e-01,7.821227e-03,2.6539,0,5,156,1810,88,90
172,1988,2160,0.07963,0.916,2.291683e-01,1.628476e-02,2.6407,0,3,55,1809,88,90
173,1987,2160,0.080093,0.916,2.292049e-01,1.235110e-02,2.5933,0,1,175,1808,88,90
174,1986,2160,0.080556,0.916,2.294453e-01,5.391113e-03,2.6236,0,6,179,1807,88,90
175,1985,2160,0.081019,0.916,2.294487e-01,2.644681e-03,2.6043,2,6,2,1807,88,89
176,1984,2160,0.081481,0.916,2.294613e-01,6.655292e-03,2.6246,0,2,169,1806,88,89
177,1983,2160,0.081944,0.916,2.294512e-01,4.971785e-03,2.5751,1,4,3,1806,87,89
178,1982,2160,0.082407,0.916,2.294910e-01,1.243345e-02,2.572,0,2,14,1805,87,89
179,1981,2160,0.08287,0.916,2.294874e-01,5.853369e-03,2.5889,0,2,25,1804,87,89
180,1980,2160,0.083333,0.916,2.294977e-01,1.217657e-03,2.6534,0,6,169,1803,87,89
181,1979,2160,0.083796,0.916,2.295110e-01,4.993330e-04,2.6501,0,9,30,1802,87,89
182,1978,2160,0.084259,0.916,2.295337e-01,1.543984e-02,2.6139,2,1,8,1802,87,88
183,1977,2160,0.084722,0.916,2.295182e-01,3.001400e-02,2.6149,0,3,170,1801,87,88
184,1976,2160,0.085185,0.916,2.305672e-01,6.092856e-03,2.6442,0,4,67,1800,87,88
185,1975,2160,0.085648,0.917,2.305833e-01,1.344093e-02,2.632,2,4,9,1800,87,87
186,1974,2160,0.086111,0.916,2.305802e-01,7.670013e-03,2.5584,2,7,4,1800,87,86
187,1973,2160,0.086574,0.916,2.306779e-01,1.449442e-02,2.6001,0,2,119,1799,87,86
188,1972,2160,0.087037,0.916,2.312126e-01,2.002961e-02,2.6007,2,0,5,1799,87,85
189,1971,2160,0.0875,0.917,2.325255e-01,2.497615e-02,2.6081,0,1,4,1798,87,85
190,1970,2160,0.087963,0.917,2.327433e-01,1.520098e-03,2.6048,1,2,6,1798,86,85
191,1969,2160,0.088426,0.917,2.327499e-01,5.536252e-02,2.6284,0,9,40,1797,86,85
192,1968,2160,0.088889,0.917,2.345154e-01,9.002166e-04,2.6329,2,2,7,1797,86,84
193,1967,2160,0.089352,0.917,2.345272e-01,8.424420e-03,2.5942,0,5,75,1796,86,84
194,1966,2160,0.089815,0.916,2.347817e-01,8.823154e-03,2.6095,0,9,4,1795,86,84
195,1965,2160,0.090278,0.916,2.350051e-01,5.055114e-03,2.5886,1,1,5,1795,85,84
196,1964,2160,0.090741,0.917,2.351874e-01,1.919868e-02,2.576,2,6,6,1795,85,83
197,1963,2160,0.091204,0.917,2.353990e-01,5.990247e-04,2.6205,0,9,42,1794,85,83
198,1962,2160,0.091667,0.917,2.355669e-01,4.336088e-02,2.624,0,5,29,1793,85,83
199,1961,2160,0.09213,0.917,2.360386e-01,5.615817e-03,2.6163,2,8,1,1793,85,82
200,1960,2160,0.092593,0.917,2.359623e-01,1.219362e-03,2.6467,0,9,73,1792,85,82
201,1959,2160,0.093056,0.917,2.363001e-01,6.992896e-03,2.583,0,3,123,1791,85,82
202,1958,2160,0.093519,0.917,2.364218e-01,7.185665e-03,2.5929,0,1,115,1790,85,82
203,1957,2160,0.093981,0.917,2.372046e-01,2.164293e-03,2.6439,0,1,41,1789,85,82
204,1956,2160,0.094444,0.917,2.373997e-01,7.289537e-03,2.5986,0,8,25,1788,85,82
205,1955,2160,0.094907,0.917,2.383425e-01,1.145807e-03,2.6392,0,9,54,1787,85,82
206,1954,2160,0.09537,0.917,2.388648e-01,2.543842e-03,2.5896,0,9,75,1786,85,82
207,1953,2160,0.095833,0.917,2.395708e-01,2.671670e-03,2.6265,0,3,191,1785,85,82
208,1952,2160,0.096296,0.917,2.400018e-01,6.301842e-03,2.5965,0,6,145,1784,85,82
209,1951,2160,0.096759,0.916,2.403028e-01,1.892441e-03,2.617,0,9,104,1783,85,82
210,1950,2160,0.097222,0.916,2.410160e-01,4.880442e-03,2.6169,0,6,139,1782,85,82
211,1949,2160,0.097685,0.917,2.411165e-01,1.812051e-03,2.6031,0,9,184,1781,85,82
212,1948,2160,0.098148,0.917,2.417856e-01,7.753947e-03,2.5826,0,9,87,1780,85,82
213,1947,2160,0.098611,0.917,2.429148e-01,2.784953e-03,2.6009,0,9,137,1779,85,82
214,1946,2160,0.099074,0.917,2.436813e-01,3.395993e-02,2.5811,0,3,138,1778,85,82
215,1945,2160,0.099537,0.918,3.182008e-01,1.447934e-02,2.5804,1,8,5,1778,84,82
216,1944,2160,0.1,0.918,3.184270e-01,4.949681e-04,2.5875,0,0,153,1777,84,82
217,1943,2160,0.100463,0.918,3.189219e-01,6.947456e-03,2.5861,0,6,19,1776,84,82
218,1942,2160,0.100926,0.918,3.196553e-01,1.186746e-02,2.5994,2,2,2,1776,84,81
219,1941,2160,0.101389,0.918,3.268614e-01,1.175573e-02,2.5918,0,1,21,1775,84,81
220,1940,2160,0.101852,0.918,3.288691e-01,5.561733e-03,2.5886,0,3,143,1774,84,81
221,1939,2160,0.102315,0.918,3.284457e-01,2.872057e-02,2.6004,0,2,185,1773,84,81
222,1938,2160,0.102778,0.918,8.138749e-01,7.725767e-04,2.6106,2,0,7,1773,84,80
223,1937,2160,0.103241,0.918,8.153708e-01,2.472400e-02,2.6167,1,9,6,1773,83,80
224,1936,2160,0.103704,0.918,8.730274e-01,1.598560e-03,2.6051,0,3,158,1772,83,80
225,1935,2160,0.104167,0.918,8.714474e-01,8.390284e-03,2.6767,0,4,73,1771,83,80
226,1934,2160,0.10463,0.918,8.716290e-01,4.040303e-02,2.5922,1,2,5,1771,82,80
227,1933,2160,0.105093,0.919,1.335273e+00,9.006700e-03,2.5801,0,6,96,1770,82,80
228,1932,2160,0.105556,0.919,1.334949e+00,2.050057e-02,2.6061,0,3,131,1769,82,80
229,1931,2160,0.106019,0.918,1.338189e+00,6.578515e-03,2.5898,0,2,182,1768,82,80
230,1930,2160,0.106481,0.919,1.344749e+00,1.161735e-02,2.5957,0,8,4,1767,82,80
231,1929,2160,0.106944,0.919,1.358895e+00,2.443629e-03,2.5961,0,3,92,1766,82,80
232,1928,2160,0.107407,0.919,1.356067e+00,1.839529e-03,2.6414,0,9,194,1765,82,80
233,1927,2160,0.10787,0.919,1.359822e+00,2.015691e-02,2.5865,1,6,6,1765,81,80
234,1926,2160,0.108333,0.919,1.358897e+00,7.528057e-03,2.5931,1,5,6,1765,80,80
235,1925,2160,0.108796,0.919,1.358840e+00,1.959491e-03,2.5863,0,9,154,1764,80,80
236,1924,2160,0.109259,0.919,1.358132e+00,4.609032e-03,2.5847,1,9,0,1764,79,80
237,1923,2160,0.109722,0.919,1.360537e+00,1.090261e-02,2.6041,0,6,167,1763,79,80
238,1922,2160,0.110185,0.919,1.361747e+00,1.131358e-02,2.5928,0,6,49,1762,79,80
239,1921,2160,0.110648,0.918,1.361053e+00,5.509084e-02,2.6114,2,6,3,1762,79,79
240,1920,2160,0.111111,0.918,1.372036e+00,8.817177e-03,2.5931,0,2,32,1761,79,79
241,1919,2160,0.111574,0.919,1.356573e+00,1.260535e-02,2.5864,0,9,28,1760,79,79
242,1918,2160,0.112037,0.917,1.372371e+00,9.245512e-03,2.6547,0,4,31,1759,79,79
243,1917,2160,0.1125,0.917,1.394486e+00,5.848860e-03,2.5943,1,1,2,1759,78,79
244,1916,2160,0.112963,0.917,1.405946e+00,2.209674e-03,2.5811,0,3,27,1758,78,79
245,1915,2160,0.113426,0.917,1.408103e+00,3.448454e-03,2.6068,0,2,195,1757,78,79
246,1914,2160,0.113889,0.917,1.414210e+00,7.913888e-04,2.6501,0,0,68,1756,78,79
247,1913,2160,0.114352,0.917,1.417321e+00,4.090445e-04,2.6529,0,7,155,1755,78,79
248,1912,2160,0.114815,0.917,1.421080e+00,1.510043e-02,2.5938,0,8,61,1754,78,79
249,1911,2160,0.115278,0.917,1.416880e+00,9.005792e-03,2.6484,0,1,62,1753,78,79
250,1910,2160,0.115741,0.917,1.432754e+00,9.565263e-03,2.6326,0,6,11,1752,78,79
251,1909,2160,0.116204,0.917,1.435759e+00,3.114070e-03,2.5682,0,8,98,1751,78,79
252,1908,2160,0.116667,0.917,1.445123e+00,3.701299e-03,2.6198,0,2,167,1750,78,79
253,1907,2160,0.11713,0.917,1.453203e+00,1.186032e-02,2.5957,0,6,185,1749,78,79
254,1906,2160,0.117593,0.917,1.455650e+00,1.162725e-02,2.5954,0,6,68,1748,78,79
255,1905,2160,0.118056,0.917,1.458972e+00,1.507412e-02,2.6138,0,6,58,1747,78,79
256,1904,2160,0.118519,0.918,1.461500e+00,1.254493e-02,2.6217,0,6,122,1746,78,79
257,1903,2160,0.118981,0.918,1.463858e+00,1.768370e-02,2.6323,1,3,6,1746,77,79
258,1902,2160,0.119444,0.918,1.466667e+00,3.114042e-03,2.6305,0,9,9,1745,77,79
259,1901,2160,0.119907,0.918,1.472665e+00,7.979911e-03,2.6211,0,6,32,1744,77,79
260,1900,2160,0.12037,0.918,1.475992e+00,6.861044e-03,2.6106,0,6,100,1743,77,79
261,1899,2160,0.120833,0.918,1.477105e+00,3.985325e-03,2.6112,0,9,164,1742,77,79
262,1898,2160,0.121296,0.918,1.496166e+00,6.332546e-03,2.6032,0,9,95,1741,77,79
263,1897,2160,0.121759,0.917,1.509557e+00,3.054321e-03,2.6364,0,9,152,1740,77,79
264,1896,2160,0.122222,0.917,1.516189e+00,3.983760e-03,2.6144,0,3,112,1739,77,79
265,1895,2160,0.122685,0.918,1.521285e+00,4.918156e-03,2.6826,0,9,193,1738,77,79
266,1894,2160,0.123148,0.918,1.540212e+00,3.348378e-02,2.5899,2,8,8,1738,77,78
267,1893,2160,0.123611,0.918,1.666838e+00,7.472171e-03,2.5742,0,2,99,1737,77,78
268,1892,2160,0.124074,0.918,1.675241e+00,9.709791e-03,2.6061,1,5,0,1737,76,78
269,1891,2160,0.124537,0.918,1.673489e+00,9.074552e-03,2.5866,0,8,183,1736,76,78
270,1890,2160,0.125,0.918,1.682155e+00,4.287821e-03,2.5587,0,9,175,1735,76,78
